1.02357	536
1.07334	1072
1.1317	1608
1.19005	2144
1.24878	2680
1.29808	2144
1.3959	2278
1.42422	2404
1.45426	2523
1.48258	2636
1.51261	2744
1.54093	2848
1.58984	2948
1.63811	3045
1.69016	3139
1.72344	3230
1.75672	3318
1.79	3404
1.82328	3488
1.85656	3570
1.88984	3650
1.92312	3728
1.9564	3805
1.98968	3880
2.02296	3954
2.05624	4026
2.08952	4097
2.1228	4167
2.15608	4235
2.18936	4302
2.22264	4368
2.25592	4433
2.2892	4497
2.32248	4560
2.35576	4623
2.38904	4685
2.42232	4746
2.4556	4806
2.48888	4865
2.52216	4924
2.55544	4982
2.58872	5039
2.622	5096
2.65528	5152
2.68856	5207
2.72184	5262
2.75512	5316
2.7884	5370
2.82168	5423
2.85496	5475
2.9219	2144
3.0041	2278
3.02866	2404
3.06194	2523
3.08792	2636
3.1212	2744
3.15448	2848
3.18776	2948
3.22104	3045
3.25432	3139
3.2876	3230
3.32088	3318
3.35416	3404
3.38744	3488
3.42072	3570
3.454	3650
3.48728	3728
3.52056	3805
3.55384	3880
3.58712	3954
3.6204	4026
3.65368	4097
3.68696	4167
3.72024	4235
3.75352	4302
3.7868	4368
3.82008	4433
3.85336	4497
3.88664	4560
3.91992	4623
3.9532	4685
3.98648	4746
4.01976	4806
4.05304	4865
4.08632	4924
4.1196	4982
4.15288	5039
4.18616	5096
4.21944	5152
4.25272	5207
4.286	5262
4.31928	5316
4.35256	5370
4.38584	5423
4.41912	5475
4.4524	5527
4.48568	5578
4.51896	5629
4.55224	5680
4.58552	5730
4.6188	5780
4.65208	5829
4.68536	5878
4.71864	5926
4.75192	5974
4.7852	6022
4.81848	6069
4.85176	6116
4.88504	6162
4.91832	6208
4.9516	6254
4.98488	6299
5.01816	6344
5.05144	6389
5.11838	2144
5.20058	2278
5.22514	2404
5.25842	2523
5.2844	2636
5.31768	2744
5.35096	2848
5.38424	2948
5.41752	3045
5.4508	3139
5.48408	3230
5.51736	3318
5.55064	3404
5.58392	3488
5.6172	3570
5.65048	3650
5.68376	3728
5.71704	3805
5.75032	3880
5.7836	3954
5.81688	4026
5.85016	4097
5.88344	4167
5.91672	4235
5.95	4302
5.98328	4368
6.01656	4433
6.04984	4497
6.08312	4560
6.1164	4623
6.14968	4685
6.18296	4746
6.21624	4806
6.24952	4865
6.2828	4924
6.31608	4982
6.34936	5039
6.38264	5096
6.41592	5152
6.4492	5207
6.48248	5262
6.51576	5316
6.54904	5370
6.58232	5423
6.6156	5475
6.64888	5527
6.68216	5578
6.71544	5629
6.74872	5680
6.782	5730
6.81528	5780
6.84856	5829
6.88184	5878
6.91512	5926
6.9484	5974
6.98168	6022
7.01496	6069
7.04824	6116
7.08152	6162
7.1148	6208
7.14808	6254
7.18136	6299
7.21464	6344
7.24792	6389
7.2812	6433
7.31448	6477
7.34776	6521
7.38104	6565
7.41432	6608
7.4476	6651
7.48088	6694
7.51416	6736
7.54744	6778
7.58072	6820
7.614	6862
7.64728	6903
7.68056	6944
7.71384	6985
7.74712	7026
7.7804	7066
7.81368	7106
7.84696	7146
7.88024	7186
7.91352	7225
7.9468	7264
7.98008	7303
8.01336	7342
8.04664	7381
8.07992	7419
8.1132	7457
8.14648	7495
8.17976	7533
8.21304	7571
8.24632	7608
8.2796	7645
8.31288	7682
8.34616	7719
8.37944	7756
8.41272	7793
8.446	7829
8.47928	7865
8.51256	7901
8.54584	7937
8.57912	7973
8.6124	8009
8.64568	8044
8.67896	8079
8.7459	2144
8.8281	2278
8.85266	2404
8.88594	2523
8.91192	2636
8.9452	2744
8.97848	2848
9.01176	2948
9.04504	3045
9.07832	3139
9.1116	3230
9.14488	3318
9.17816	3404
9.21144	3488
9.24472	3570
9.278	3650
9.31128	3728
9.34456	3805
9.37784	3880
9.41112	3954
9.4444	4026
9.47768	4097
9.51096	4167
9.54424	4235
9.57752	4302
9.6108	4368
9.64408	4433
9.67736	4497
9.71064	4560
9.74392	4623
9.7772	4685
9.81048	4746
9.84376	4806
9.87704	4865
9.91032	4924
9.9436	4982
9.97688	5039
10.0102	5096
10.0434	5152
10.0767	5207
10.11	5262
10.1433	5316
10.1766	5370
10.2098	5423
10.2768	2144
10.359	2278
10.3835	2404
10.4168	2523
10.4428	2636
10.4761	2744
10.5094	2848
10.5426	2948
10.5759	3045
10.6092	3139
10.6425	3230
10.6758	3318
10.709	3404
10.7423	3488
10.7756	3570
10.8089	3650
10.8422	3728
10.8754	3805
10.9087	3880
10.942	3954
10.9753	4026
11.0086	4097
11.0418	4167
11.0751	4235
11.1084	4302
11.1417	4368
11.175	4433
11.2082	4497
11.2415	4560
11.2748	4623
11.3081	4685
11.3414	4746
11.3746	4806
11.4079	4865
11.4412	4924
11.4745	4982
11.5078	5039
11.541	5096
11.5743	5152
11.6076	5207
11.6409	5262
11.6742	5316
11.7074	5370
11.7407	5423
11.774	5475
11.8073	5527
11.8406	5578
11.8738	5629
11.9071	5680
11.9404	5730
11.9737	5780
12.007	5829
12.0402	5878
12.0735	5926
12.1068	5974
12.1401	6022
12.1734	6069
12.2066	6116
12.2399	6162
12.2732	6208
12.3065	6254
12.3398	6299
12.4067	2144
12.4889	2278
12.5135	2404
12.5467	2523
12.5727	2636
12.606	2744
12.6393	2848
12.6726	2948
12.7058	3045
12.7391	3139
12.7724	3230
12.8057	3318
12.839	3404
12.8722	3488
12.9055	3570
12.9388	3650
12.9721	3728
13.0054	3805
13.0386	3880
